author_id_1	author_id_2	author_name_1	author_name_2
81	5558	raymond s. tuminaro	ray s. tuminaro
3553	7124	rebecca grasser	becky grasser
4017	7314	refugio vallejo	j. refugio vallejo-gutierrez
927	5945	reinhard keil	reinhard keil-slawik
3949	7290	reinhold huber	reinhold huber-mork
1745	6324	renato keshet	renato kresch
899	899	renee elio	renee elio
2838	6830	ricardo carmona-galan	ricardo carmona
1494	6197	ricardo imbert	r. j. imbert
3920	7275	richard h. granger	richard granger
4988	7663	richard kufrin	rick kufrin
298	5655	richard m. crowder	richard crowder
431	5720	rinus plasmeijer	marinus j. plasmeijer
829	5900	risivardhan thonangi	risi thonangi
1463	1463	rita puzmanova	rita puzmanova
850	5908	riyaz t. sikora	riyaz sikora
2225	6556	rob fergus	robert fergus
884	5921	robert a. van engelen	robert van engelen
4694	7575	robert askwith	bob askwith
1720	6311	robert d. van der mei	rob van der mei
1738	6318	robert holte	robert c. holte
2598	6718	robert l. (scot) drysdale iii	robert l. scot drysdale
2489	6669	robert n. moll	robert moll
63	5549	robert stevens	robert d. stevens
644	5808	roberto antonio vazquez espinoza de los monteros	roberto antonio vazquez
1273	6108	roberto j. bayardo jr.	roberto j. bayardo
4654	7563	roberto javier asin acha	roberto asin
4122	7357	roberto marcondes cesar jr.	roberto marcondes cesar junior
510	5752	roberto paredes palacios	roberto paredes
4716	7584	roberto uribe	roberto uribe paredes
5020	7671	roderick m. riensche	rick riensche
4254	7413	rodrigo almeida	rodrigo andrade de almeida
55	5544	ron meir	ronny meir
2785	6803	rosa m. gil	rosa gil
3995	7303	rosa m. m. leao	rosa maria meri leao
4613	7547	roseanne tesoriero	roseanne tesoriero tvedt
2116	6505	roseli a. f. romero	roseli a. francelin romero
305	5659	ross lippert	ross a. lippert
3864	7254	rozhan idrus	rozhan mohammed idrus
4006	7308	rubens nascimento melo	rubens n. melo
1198	6076	ruoyu roy wang	roy wang
1803	6351	ryan hayward	ryan b. hayward
4769	7602	s. a. dolenko	sergey dolenko
3495	7100	s. a. karkanis	stavros a. karkanis
79	5556	s. boccaletti	stefano boccaletti
3741	7203	s. gowrishankar	gowrishankar
325	5667	s. k. nandy	soumitra kumar nandy
2692	6759	s. p. luttik	bas luttik
3432	7081	s. srinivasa rao	srinivasa rao satti
1968	6438	s. v. n. vishwanathan	vishy vishwanathan
2777	6797	sabine loudcher rabaseda	sabine rabaseda
3536	7116	sam kamin	samuel n. kamin
5474	7746	saman hemantha cooray	saman cooray
1561	6227	sampalli srinivas	srinivas sampalli
299	5656	sang-yong han	sangyong han
2946	6883	sangsig kim	sang-sig kim
230	5623	santiago melia beigbeder	santiago melia
3361	7049	santiago ontanon	santi ontanon
1996	6447	sarah f. frisken	sarah f. frisken gibson
2038	6463	sarang aravamuthan	a. sarangarajan
4717	7585	sebastia vila-marta	sebastia vila
2294	6585	sebastiaan h. von solms	basie von solms
2952	6887	sebastian tramp	sebastian dietzold
23	5532	sergio c. b. soares	sergio soares
1150	6051	shankar s. sastry	shankar sastry
1186	6069	shant karakashian	shant kirakos karakashian
963	963	sheila mendez nunez	sheila mendez nunez
353	5681	shen-sheng zhang	shensheng zhang
3352	7046	shirley ann becker	shirley a. becker
975	5970	silvia d. olabarriaga	silvia delgado olabarriaga
988	5977	sima uyar	a. sima etaner-uyar
2137	6514	simon c. k. shiu	simon chi-keung shiu
857	5911	simon dobson	simon a. dobson
3963	7295	simon harding	simon l. harding
1155	6054	simona halunga	simona viorica halunga
3098	6953	simone graeff	simone graeff-honninger
1754	6330	siome klein goldenstein	siome goldenstein
3458	7087	sisi zlatanova	siyka zlatanova
472	5738	sorin dan cotofana	sorin cotofana
526	5764	sri kurniawan	sri hastuti kurniawan
949	5957	stan birchfield	stanley t. birchfield
711	5842	stanislaw jarzabek	stan jarzabek
3667	7169	stefan hormann	stefan hoermann
311	5660	stefanie rinderle-ma	stefanie rinderle
1973	6440	stephen b. furber	steve furber
867	5914	stephen blackburn	stephen m. blackburn
1579	6237	stephen peterson	stephen d. peterson
1499	6200	stephen robertson	stephen e. robertson
3066	6937	steve w. smye	s. w. smye
2675	6754	steven vickers	steven j. vickers
933	5948	stu zweben	stuart h. zweben
1423	6169	susan bridges	susan m. bridges
2575	6710	sven brueckner	sven a. brueckner
1364	6149	t. d. bui	tien d. bui
1835	6367	t. e. simos	tom e. simos
2799	6809	t. sansaloni	trinidad sansaloni
3907	7271	t. v. sreenivas	thippur v. sreenivas
3315	3315	tanir ozcelebi	tanir ozcelebi
4324	7436	tarek helmy el-bassuny	tarek helmy
4045	7326	thanh tran	duc thanh tran
1725	6313	theodore kalamboukis	t. z. kalamboukis
1439	6180	theodosios pavlidis	theo pavlidis
3752	7209	thiago tonelli bartolomei	thiago t. bartolomei
3969	7296	thomas a. darden	tom darden
3946	7289	thomas b. hodel-widmer	thomas b. hodel
3524	7112	thomas down	thomas a. down
1712	6304	thomas r. gruber	tom gruber
3873	7259	tim bell	timothy c. bell
3204	6989	timmy eap	ty mey eap
1163	6056	tom calvert	thomas w. calvert
1923	6409	tom kirkham	thomas kirkham
4933	7644	tom minka	thomas p. minka
2232	6559	tony j. allen	tony allen
4097	7342	tor aulin	tor m. aulin
4727	7587	tuukka k. haapasalo	tuukka haapasalo
1175	6063	ueli m. maurer	ueli maurer
1047	6007	umamaheswari c. devi	umamaheswari devi
1706	6301	ursula passing	ursula lobbert-passing
4375	7461	v. a. luchnikov	valeriy luchnikov
2005	6450	v. s. lakshmanan	laks v. s. lakshmanan
3581	7134	vahab s. mirrokni	seyed vahab mirrokni
5155	7700	vicente r. tomas lopez	vicente r. tomas
4609	4609	victor santibanez	victor santibanez
40	5539	vincent john mooney	vincent john mooney iii
2260	6572	vincent t. y. ng	vincent to-yee ng
3287	7027	vincent wade	vincent p. wade
162	5588	vinhthuy phan	vinhthuy t. phan
3281	7023	vinod kulathumani	vinodkrishnan kulathumani
3846	7248	virginia vassilevska	virginia vassilevska williams
4261	7419	vitaly e. kozura	vitaly kozyura
3798	7229	vrasidas charalambos	charalambos vrasidas
1189	6072	w. d. shepherd	doug shepherd
904	5936	w. sardha wijesoma	wijerupage sardha wijesoma
1596	6247	w. timothy strayer	tim strayer
1510	6204	wai-kiang yeap	wai k. yeap
2596	6716	warnakulasuriya anil chandana fernando	anil fernando
25	5533	willem-paul de roever	willem p. de roever
4253	7412	william l. scherlis	bill scherlis
3656	7162	wing hong lau	ricky lau
2880	6848	wm. benjamin martz jr.	ben martz
387	5697	wolfgang worndl	wolfgang woerndl
43	5541	xavier alaman roldan	xavier alaman
5388	7739	xavier reves	xavier reves balleste
5449	7744	xavier ros	xavier ros-oton
1581	6239	xin dong	xin luna dong
4126	7358	xuan hoai nguyen	nguyen xuan hoai
245	5630	yih-farn chen	yih-farn robin chen
2979	6896	ying-dar jason lin	ying-dar lin
429	5718	yoan j. pinzon	yoan jose pinzon ardila
4016	7313	yogesh simmhan	yogesh l. simmhan
2664	6749	zeng-zhi li	zengzhi li
1287	6115	zhongfei (mark) zhang	zhongfei zhang
512	5754	zongduo dai	zong-duo dai
2666	6750	zoran salcic	zoran a. salcic
