author_id_1	author_id_2	author_name_1	author_name_2
2209	2210	henry thompson	henry s. thompson
274	296	heon y. yeom	heon young yeom
1101	1109	heonchang yu	heon-chang yu
3841	3817	herman schmit	h. schmit
9910	9937	hert kuchen	herbert kuchen
264	264	herve luga	herve luga
9424	9435	heth a. james	heath a. james
18631	13431	hideaki sugawara	h. sugawara
7913	7942	hideyuki mitsuhashi	hideyuki mitsuhasi
4110	16038	hing-fing ting	hing-fung ting
19775	19739	hironobu ohmatsu	h. omatsu
17911	17925	hirosi nakagawa	hiroshi nakagawa
8066	8076	ho-dong yoo	hodong yoo
8692	8671	hoi ka kit	ka kit hoi
19579	19574	hong-gu ahn	hong gu ahn
10273	10296	hong-linh truong	hong linh truong
20681	20683	hoo-lun t. wong	ho-lun t. wong
3892	8514	horacia m. gonzalez velasco	horacio gonzalez velasco
3886	8514	horacia m. gonzalez velasco	horacio m. gonzalez velasco
17804	8514	horacia m. gonzalez velasco	horacio m. gonzalez-velasco
10417	12956	horacio arlo costa	horacio l. arlo costa
10414	12956	horacio arlo costa	horacio l. arlo-costa
3886	3892	horacio gonzalez velasco	horacio m. gonzalez velasco
10414	10417	horacio l. arlo costa	horacio l. arlo-costa
3892	17804	horacio m. gonzalez-velasco	horacio gonzalez velasco
3886	17804	horacio m. gonzalez-velasco	horacio m. gonzalez velasco
1593	1660	hsi-chung chen	hsi-chuan chen
2914	2932	hua xiong wang	huaxiong wang
18907	18908	hubera kritzenberger	huberta kritzenberger
7487	7493	hung hai bu	hung hai bui
4306	4302	hus su	hua su
19189	19192	hussam abu-haimed	husam abu-haimed
5938	16755	hussein abdel-wahab	hussein m. abdel-wahab
7543	7545	hye-chung (monica) kim	hye-chung (monica) kum
18379	7545	hye-chung (monica) kim	hye-chung kum
7543	18379	hye-chung kum	hye-chung (monica) kum
14024	21299	i. aedo	ignacio aedo
21201	21201	i. burhan turksen	i. burhan turksen
3355	5650	i. dhillon	inderjit dhillon
3346	5650	i. dhillon	inderjit s. dhillon
660	666	i. hernaez	inma hernaez
21372	21377	i. katzela	irene katzela
10788	10792	i. lee	ickjai lee
163	165	i. lemberski	igor lemberski
1795	10095	i. markov	igor l. markov
13949	13951	i. nemenman	ilya nemenman
5829	5833	i. pelayo	ignacio m. pelayo
20648	20656	i. t. young	ian t. young
17120	17124	i.-fan sun	i-fan sun
10055	10067	ian galdberg	ian goldberg
10937	10976	igor e. shparlinski	igor shparlinski
9569	9560	igor velbitskiyi	igor velbitskiy
9330	9322	ilya ledovskih	i. ledovskikh
20190	74	inald lagendijk	reginald l. lagendijk
3346	3355	inderjit dhillon	inderjit s. dhillon
6147	14151	inui kentaro	kentaro inui
14149	14150	inui takashi	takashi inui
17577	17583	ioanis pratikakis	ioannis pratikakis
5435	9575	ioannis vlahavas	ioannis p. vlahavas
14449	14449	ionut cardei	ionut cardei
6418	15413	irene kwan	irene s. y. kwan
17981	9585	isabel h. manssour	isabel harb manssour
6733	6727	isabel teixeira	i. c. teixeira
14058	14060	isil khriss	ismail khriss
13376	13383	ismail kolcu	ibrahim kolcu
19726	12509	israel munoz	alber figueras israel munoz
5027	5040	itsujirou arita	itsujiro arita
17050	17070	iuseppe cattaneo	giuseppe cattaneo
2893	2895	ivan garibay	ivan i. garibay
8912	8944	izak banbasat	izak benbasat
3284	3295	j. a. barnden	john a. barnden
5328	5348	j. a. campbell	john a. campbell
9044	9047	j. arcangeli	jean-paul arcangeli
3662	3669	j. b. moore	john b. moore
4643	9882	j. b. rosen	j. ben rosen
15191	15203	j. besi	jozsef bekesi
12868	12869	j. borkowski	janusz borkowski
11222	11227	j. briat	jacques briat
8421	5526	j. c. campelo	jose carlos campelo
17024	17026	j. c. hansen	jennie c. hansen
17894	17901	j. clark	james clark
20058	20067	j. cleary	john cleary
11162	11165	j. d. brand	jason brand
6776	6779	j. e. finlay	janet finlay
17320	17335	j. f. baldwin	james f. baldwin
4143	4144	j. f. dillon	john f. dillon
6413	17957	j. fong	joseph fong
2119	2118	j. george	joey f. george
6311	6313	j. hormigo	javier hormigo
2627	2633	j. i. den hartog	jerry den hartog
16549	16565	j. j. levy	jean-jacques levy
8422	5529	j. j. serrano	juan jose serrano
10999	11009	j. jiang	jing jiang
20546	20551	j. johansen	john r. johansen
14963	14973	j. jourdan	jean jourdan
10539	10545	j. knowles	joshua d. knowles
20182	20188	j. m. gomis	jose maria gomis
11062	11062	j. m. gonzalez-linares	j. m. gonzalez-linares
14581	14585	j. m. j. murre	jaap m. j. murre
17570	21548	j. m. mantas	jose m. mantas ruiz
2855	16095	j. m. mendias	jose manuel mendias
1868	1881	j. m. talbot	jean-marc talbot
3117	3118	j. madelaine	jacques madelaine
20759	20762	j. muller	jochen muller
12915	14332	j. nandhakumar	joe nandhakumar
5180	5212	j. nie	jian-yun nie
9297	9299	j. p. braga	joao pedro braga
5791	5792	j. p. newall	james p. newall
11280	11282	j. polak	jiri polak
18427	18436	j. raik	jaan raik
6803	19355	j. roger hartley	roger hartley
11163	11166	j. s. d. mason	john s. mason
10143	10145	j. s. j. chen	jason s. j. chen
15465	15472	j. s. pan	jeng-shyang pan
16667	16665	j. stage	jan stage
5388	19217	j. sun	jizhou sun
5391	19217	j. sun	sun jizhou
12335	12334	j. valls	javier valls-coquillat
10605	10607	j. van den berg	jan van den berg
20008	20010	j. w. danial	j. w. h. daniel
3390	3398	j. w. essex	jonathan w. essex
16164	16175	j. y. girard	jean-yves girard
15179	15183	j.-p. calabretto	jean-pierre calabretto
13622	13630	j.-p. thomesse	jean-pierre thomesse
15472	20363	j.-s. pan	j. s. pan
15465	20363	j.-s. pan	jeng-shyang pan
9691	9685	jacky a. swan	jacky swan
17717	13921	jacques vendenbulcke	jacques vandenbulcke
19575	19580	jae sung lim	jae-sung lim
3400	3408	jae-ha le	jae-ha lee
4553	4554	james a. fill	james allen fill
12002	12007	james alexander	james h. alexander
12927	12954	james allen	james f. allen
19379	19387	james b. d. joshi	james joshi
2449	6276	james cowie	james r. cowie
831	842	james graham	james h. graham
5021	5024	james propp	james gary propp
852	860	james thornton	james d. thornton
939	998	jamie carbonell	jaime g. carbonell
20211	20219	jamps murvai	janos murvai
11127	11134	jan hendrick hausmann	jan hendrik hausmann
20158	20178	jan komorowski	henryk jan komorowski
13584	13588	jan warren	ian warren
10687	4245	janak h. patel	janak patel
14297	14309	jannik fitsch	jannik fritsch
14265	14285	jano m. de souza	jano moreira de souza
191	199	janos toczki	j. toczki
1813	1834	jaques cohen	jacques cohen
11175	11185	jasjit s suri	jasjit s. suri
21112	21116	jason fulman	jason e. fulman
1016	8241	jason s. cong	jason cong
3449	3469	jaume agusti	jaume agusti-cullell
15247	15262	javier juiz-del-solar	javier ruiz-del-solar
8424	5561	javier molero	xavier molero
14122	14122	javier sanchez-reyes	javier sanchez-reyes
2104	2122	jay f. nunamaker	jay nunamaker
2122	13645	jay f. nunamaker jr.	jay f. nunamaker
13645	2104	jay nunamaker	jay f. nunamaker jr.
10136	10136	jean royaute	jean royaute
3710	3710	jean-francois puget	jean-francois puget
1325	1325	jean-luc bechennec	jean-luc bechennec
10373	10375	jean-philippe lagrange	jean philippe lagrange
3508	3503	jean-phillipe guyon	jean-philippe guyon
14342	13036	jeff offutt	a. jefferson offutt
17817	17841	jeffery b. lotspiech	jeffrey b. lotspiech
7098	7093	jeffery duerk	jeffrey duerk
1545	1547	jeffery m. usher	jeffrey m. usher
10815	11541	jeffrey bradshaw	jeffrey m. bradshaw
18611	18614	jeffrey coombs	jeffrey s. coombs
1547	14055	jeffrey usher	jeffery m. usher
1545	14055	jeffrey usher	jeffrey m. usher
6719	13249	jenny preece	jennifer preece
11521	11524	jens-uwe moeller	jens-uwe moller
586	1602	jenwei hsieh	junwei hsieh
8236	8181	jeoy y. lin	joey y. lin
10627	10627	jerome baudry	jerome baudry
16822	16846	jerry burch	jerry r. burch
492	500	jessel jean-pierre	jean-pierre jessel
4497	4497	jesus lores	jesus lores
5881	5900	jesus sanchez	f. jesus sanchez
15680	15676	jiandong huang	j. huang
6276	2462	jim cowie	james cowie
2449	2462	jim cowie	james r. cowie
12300	12313	jim j. little	james j. little
19024	12313	jim j. little	jim little
12300	19024	jim little	james j. little
8535	8539	jimmy huang	jimmy c. huang
7757	9361	jin wen	wen jin
259	259	jiri pospichal	jiri pospichal
259	259	jiri pospichal	jiri pospichal
259	259	jiri pospichal	jiri pospichal
10765	10765	jiri sgall	jiri sgall
8922	8927	jiye mao	ji-ye mao
2817	2820	joao batista de oliveira	joao batista s. de oliveira
2820	10370	joao batista oliveira	joao batista de oliveira
2817	10370	joao batista oliveira	joao batista s. de oliveira
14082	14087	joao brisson lopes	joao brisson-lopes
7535	7535	joao gouveia	joao gouveia
8352	8352	joel leroy	joel leroy
16454	16454	johan aqvist	johan aqvist
17155	17158	johann cro?schadl	johann gro?schadl
10728	10650	john a. chandy	john chandy
14289	14295	john a. fulcher	john fulcher
3967	4004	john baras	john s. baras
3079	2995	john bruno	john l. bruno
1169	1156	john c. mitchell	john mitchell
19239	19252	john c. sheperdson	john c. shepherdson
18101	7541	john carroll	john a. carroll
12167	12188	john cioffi	john m. cioffi
7725	7734	john hertz	john a. hertz
17078	17096	john ioannides	john ioannidis
13337	13340	john li	john z. li
19330	19332	john lin	john y. lin
9052	9057	john m. cohn	john cohn
15476	15482	john mcdonald	john alan mcdonald
4924	4898	john oneill	j. oneill
5812	11626	john p. shen	john paul shen
4247	21502	john reif	john h. reif
4928	4903	john rohrlich	j. rohrlich
8521	8531	john schultz	john l. schultz
739	756	john slaney	john k. slaney
12668	756	john slaney	john slanley
739	12668	john slanley	john k. slaney
1748	3618	john w. fisher	john w. fisher iii
2400	7085	john w. oleary	john oleary
17518	17521	john w. perram	john perram
1406	1426	john westbrook	john d. westbrook
5953	20874	johnathan moore	johnathan p. moore
5951	20874	johnathan moore	jonathan p. moore
5951	5953	johnathan p. moore	jonathan p. moore
4930	4904	jolene schwertfeger	j. schwertfeger
9971	9982	jon hall	jon g. hall
6538	6540	jonathan glic	jonathan glick
9092	15344	jonathan nash	jonathan m. nash
11525	11563	jorg muller	jorg p. muller
18290	18297	jorge h. doorn	jorge horacio doorn
5165	5172	jos trienekens	jos j. m. trienekens
19736	19736	jose a. calderon-martinez	jose a. calderon-martinez
17572	17573	jose a. carrillo	jose a. carrillo de la plata
13343	13343	jose a. garcia	jose a. garcia
13343	13343	jose a. garcia	jose a. garcia
13343	13343	jose a. garcia	jose a. garcia
9530	9530	jose a. montenegro	jose a. montenegro
19157	19144	jose angel bolea	jose a. bolea
16039	16042	jose borges	jose a. borges
1928	1946	jose c. maldonado	jose carlos maldonado
2996	2996	jose carlos brustoloni	jose carlos brustoloni
5478	5486	jose ferreira	jose luis ferreira
10246	16791	jose francisco martinez-trinidad	jose francisco martinez trinidad
2677	2677	jose l. bosque	jose l. bosque
3701	3701	jose m. jerez-aragones	jose m. jerez-aragones
16095	2857	jose m. mendias	j. m. mendias
2855	2857	jose m. mendias	jose manuel mendias
17962	17978	jose m. pen sanchez	jose m. pena sanchez
19436	19434	jose m. perez	jose maria perez
12892	12896	jose m. turull-torres	jose maria turull torres
2082	2082	jose miro-julia	jose miro-julia
17286	17274	jose palma	jose carlos palma
14854	14859	jose pereira	jose orlando pereira
3947	3947	jose ramon quevedo	jose ramon quevedo
15585	14335	josef s. sherif	joseph s. sherif
21226	21259	josep bernabeu	jose m. bernabeu-auban
2321	2339	josep lluis de la rosa	j. m. de la rosa
2339	19732	josep lluis de rosa	josep lluis de la rosa
9026	9026	josep vilaplana-pasto	josep vilaplana-pasto
13581	4231	joseph a. fisher	josh fisher
5458	5453	joseph manning	josef manning
13920	13931	jozef wijsen	jef wijsen
6647	6647	jozsef kovacs	jozsef kovacs
6647	6647	jozsef kovacs	jozsef kovacs
6647	6647	jozsef kovacs	jozsef kovacs
4197	4076	ju-zhen dong	juzhen dong
1842	1839	juan carlos lopez	joan carlos lopez
6674	6674	juan rios	juan rios
10040	10048	juergen rillin	juergen rilling
13091	9250	julia v. ponomarenko	y. v. ponomarenko
762	764	julio cesar hernandez	julio cesar hernandez castro
17571	5297	julio ortega	julio ortega-lopera
7345	7347	julio solano gonzalez	julio solano-gonzalez
1602	1658	jun-wei hsieh	jenwei hsieh
586	1658	jun-wei hsieh	junwei hsieh
17801	17803	jungfeng qi	junfeng qi
11276	11278	junichi fukumoto	jun-ichi fukumoto
12457	13286	jussara a. almeida	jussara m. almeida
3271	12457	jussara m. almeida	jussara m. de almeida
13286	3271	jussara m. de almeida	jussara a. almeida
17904	17910	k c. hui	k. c. hui
9874	9883	k. a. dill	ken a. dill
6471	6483	k. barkaoui	kamel barkaoui
6613	6643	k. barker	ken barker
14821	14851	k. c. chua	kee chaing chua
12450	12441	k. d. johnston	kim johnston
9122	9121	k. djemame	karim djemame
13290	13292	k. dohsaka	kohji dohsaka
18176	18191	k. ecker	klaus ecker
19743	19764	k. eguchi	kenji eguchi
8893	1460	k. g. margaritis	konstantinos g. margaritis
8777	8779	k. h. kim	ki hang kim
20838	20847	k. halonen	kari halonen
11630	11631	k. hanakata	kenji hanakata
17761	17770	k. henrick	kim henrick
20574	20617	k. hwang	kai hwang
13421	13428	k. ikeo	kazuho ikeo
4855	4858	k. k. yiu	kwok-kwong yiu
12625	12647	k. kogure	kiyoshi kogure
9186	17687	k. m. chao	kun-mao chao
1460	1477	k. margaritis	k. g. margaritis
8893	1477	k. margaritis	konstantinos g. margaritis
19742	19763	k. mori	kensaku mori
19011	19021	k. netter	klaus netter
6542	7010	k. nowka	kevin j. nowka
13073	13076	k. pakdaman	khashayar pakdaman
8643	8646	k. pommerening	klaus pommerening
12722	12729	k. s. pawar	kulwant s. pawar
155	160	k. salamatian	kave salamatian
8994	16358	k. satoh	ken satoh
6913	4750	k. shirai	katsuhiko shirai
9956	9966	k. sikkel	klaas sikkel
17663	17668	k. smith	kent f. smith
6450	12037	k. strehl	karsten strehl
19450	19457	k. vijayan asari	vijayan k. asari
8191	10096	k. yan	kenneth yan
21036	21044	k. yao	kung yao
9966	10367	kaas sikkel	k. sikkel
9956	10367	kaas sikkel	klaas sikkel
15955	15957	kai-chun chiu	kai chun chiu
11108	11124	kaizar a. amin	kaizar amin
8448	19350	karl-erwin grosspietsch	karl-erwin gro?pietsch
175	175	karoly fabricz	karoly fabricz
20533	17402	kartik mohanramy	kartik mohanram
12214	12217	katharina langkav	katharina langkau
18928	18976	kathleen r. mckeown	kathleen mckeown
7608	7616	keb-jeng chang	keh-jeng chang
5380	5386	kei chun li	kei-chun li
3699	3681	keith hanna	keith j. hanna
309	6021	keith w. mathias	keith e. mathias
15550	15557	kelvin ross	kelvin j. ross
16103	16098	ken g. swift	ken swift
18521	18544	ken goldberg	kenneth y. goldberg
13432	17576	kenich kanatani	ken-ichi kanatani
13441	17576	kenich kanatani	kenichi kanatani
13432	13441	kenichi kanatani	ken-ichi kanatani
2222	2238	kenneht j. waldron	kenneth j. waldron
17358	17358	khaled bsaies	khaled bsaies
18025	18029	khalil shihah	khalil shihab
19889	19889	khalil simaan	khalil simaan
5385	5382	kit-kuen yip	kit kuen raymond yip
15425	15446	klaus rademacher	klaus radermacher
9966	16120	klaus sikkel	k. sikkel
10367	16120	klaus sikkel	kaas sikkel
9956	16120	klaus sikkel	klaas sikkel
9492	9484	kohichi hori	koichi hori
8541	8546	kostas ergazakis	konstantinos ergazakis
8542	8545	kostas karnezis	konstantinos karnezis
15225	15228	kulathur s. rajasethupathyy	kulathur s. rajasethupathy
4591	4617	kuo-lian chung	kuo-liang chung
15048	15127	kwang-ting (tim) cheng	kwang-ting cheng
10303	10306	l. barone	luigi barone
4123	20639	l. c. hui	lucas chi kwong hui
1405	15123	l. chen	li chen
16182	16191	l. churilov	leonid churilov
11706	11719	l. d. cohen	laurent d. cohen
9646	9658	l. de floriani	leila de floriani
7748	7745	l. feng	ling feng
2689	2700	l. gonzalez	laureano gonzalez-vega
15820	15830	l. guiller	lois guiller
6582	761	l. javier garcia villalba	l. javier garcia-villalba
4564	4572	l. kallivokas	loukas f. kallivokas
17368	17374	l. l. miller	leslie l. miller
11104	11107	l. lima	luiz paula lima jr.
16566	16576	l. linsen	lars linsen
13619	4968	l. m. loew	leslie m. loew
1528	1534	l. miller	les miller
10890	9025	l. perez-vidal	l. perez-vidat
9021	9025	l. perez-vidal	lluis perez-vidal
9021	10890	l. perez-vidat	lluis perez-vidal
4200	4202	l. spacek	libor spacek
10304	10307	l. while	lyndon while
10316	10307	l. while	r. lyndon while
5287	5287	lamber m. m. royakkers	lamber m. m. royakkers
642	639	lan zhao	l. zhao
11417	11439	larry l constantine	larry l. constantine
17265	17270	larry manevitz	larry m. manevitz
3792	3861	larry pileggi	lawrence t. pileggi
132	132	laszlo a. szekely	laszlo a. szekely
132	20007	laszlo szekely	laszlo a. szekely
132	20007	laszlo szekely	laszlo a. szekely
19847	19849	laura bartolo	laura m. bartolo
19039	19042	lauren wright	lauren k. wright
14414	14420	laurent e. ghaoui	laurent el ghaoui
16943	14420	laurent e. ghaoui	laurent elghaoui
14414	16943	laurent elghaoui	laurent el ghaoui
311	327	lawrence davis	david davis
2964	2963	leizhen cai	l. cai
5472	5470	leon smalov	leonid smalov
18348	18352	leonore blum	lenore blum
14000	19326	leornard j. bass	leonard j. bass
17747	7719	li ming	m. li
2043	7719	li ming	ming li
11096	12823	li minglu	minglu li
7795	7803	li wen	wen li
16434	16446	li xuandong	xuandong li
1475	17891	li-shan kang	lishan kang
21380	21395	lianwen zhang	nevin lianwen zhang
12823	11103	liming lu	li minglu
11096	11103	liming lu	minglu li
5733	5741	ling-fu meng	ling fu meng
17337	17342	lino costa	lino a. costa
18909	18916	liong-yu tu	liongyu tu
10406	10409	liu xuhua	xuhua liu
20915	20923	lociano silva	luciano silva
17587	17593	lorin hitt	lorin m. hitt
3858	9061	lou scheffer	louis scheffer
14129	14133	louis-phillipe morency	louis-philippe morency
16803	16808	luasz skorwider	lukasz skorwider
7079	7065	luchun	lu chun
12413	17068	luigi romano	l. romano
3146	3148	luigi troian	luigi troiano
5673	5673	luis c. lamb	luis c. lamb
12608	12608	luis custodio	luis custodio
18002	18002	luis ferreira pires	luis ferreira pires
8506	8506	luis g. rueda	luis g. rueda
2646	2646	luis henrique maciel kosmalski costa	luis henrique maciel kosmalski costa
14541	14541	luis m. alvarez	luis m. alvarez
5298	5310	luis parilla	luis parrilla
19135	19140	luis villasenor-pineda	luis villasenor pineda
18335	18335	lukasz salwinski	lukasz salwinski
19073	19076	lus seabra lopes	luis seabra lopes
502	521	lutgarde buydens	lutgarde m. c. buydens
11507	11506	lynda tamine	linda tamine
10316	10304	lyndon while	r. lyndon while
6184	6187	m. a. oneill	mark a. oneill
6457	6459	m. aretoulaki	maria aretoulaki
14745	14749	m. b. hadim	mustapha hadim
207	211	m. bachs	margarida bachs
16405	17720	m. bastarrica	m. cecilia bastarrica
3439	3441	m. boros	manuela boros
17720	16393	m. c. bastarrica	m. bastarrica
16405	16393	m. c. bastarrica	m. cecilia bastarrica
14065	14068	m. c. robey	michael c. robey
11728	11736	m. caldari	marco caldari
449	454	m. choi	minsu choi
11724	11734	m. conti	massimo conti
11742	11737	m. coppola	massimo coppola
16871	17009	m. d. di benedetto	maria domenica di benedetto
1470	1444	m. d. levin	martin d. levin
6074	6084	m. dasigenis	m. dasygenis
4412	4415	m. e. j. wood	matthew e. j. wood
7951	7954	m. elia	michele elia
13744	13753	m. fuchs	manfred fuchs
18018	18021	m. g. grant	michael g. grant
14939	14961	m. g. j. van den brand	mark van den brand
11286	11287	m. j. b. duff	michael j. b. duff
13573	13573	m. j. lopez-baldan	m. j. lopez-baldan
7192	7198	m. j. watts	michael j. watts
10635	5008	m. kantardzic	mehmed kantardzic
5004	5008	m. kantardzic	mehmed m. kantardzic
14726	14729	m. kotocova	margareta kotocova
9520	9525	m. kwanc mihcak	mehmet kivanc mihcak
510	501	m. l. m. beckers	mischa l. m. beckers
11022	11025	m. lemoine	michel lemoine
5835	5837	m. leo	marco leo
17734	17747	m. li	maozhen li
2043	17747	m. li	ming li
14870	16686	m. m. shepherd	morgan m. shepherd
21356	21358	m. mallem	malik mallem
4895	4922	m. manning	mo manning
12761	8883	m. marino	massimo marino
14469	14482	m. mattavelli	marco mattavelli
1978	1974	m. mcgee wood	mary mcgee wood
20493	20526	m. middendorf	martin middendorf
14382	14387	m. mokhtari	mounir mokhtari
14934	14936	m. monsignori	massimo monsignori
19745	19762	m. moriyama	noriyuki moriyama
19410	19424	m. munafo	maurizio m. munafo
13208	13221	m. nagao	makoto nagao
20640	20642	m. neubig	mike neubig
8136	8145	m. neveu	marc neveu
9699	9706	m. newman	michael newman
4767	14550	m. obata	motoki obata
17260	17262	m. oconaill	m. a. oconaill
6957	6963	m. olivieri	mauro olivieri
9266	13083	m. p. ponomarenko	mikhail p. ponomarenko
9257	13083	m. p. ponomarenko	mikhail ponomarenko
8427	3639	m. petrov	mihail petrov
8549	8551	m. r. casu	mario r. casu
19425	19427	m. r. fornari	miguel rodrigues fornari
20077	20081	m. reczko	martin reczko
3382	3385	m. rosner	mike rosner
7212	7215	m. s. petkovic	miodrag s. petkovic
19114	19123	m. s. tuttle	mark s. tuttle
8343	8345	m. sakai	manabu sakai
4657	4701	m. satyanarayanan	mahadev satyanarayanan
8716	8728	m. segal	michael segal
13717	13734	m. sharples	mike sharples
16686	9773	m. shepherd	m. m. shepherd
14870	9773	m. shepherd	morgan m. shepherd
12201	20737	m. sipper	moshe sipper
1354	1360	m. slimane	mohamed slimane
2585	19843	m. smyth	michael smyth
1767	1769	m. sofroniou	mark sofroniou
252	236	m. stephens	matthew stephens
11291	4859	m. w. mak	man wai mak
4856	4859	m. w. mak	man-wai mak
17154	1472	m. y. mohd-saman	mohd yazid saman
5173	5179	m. yazdani	masoud yazdani
2516	2517	m. zahariev	manuel zahariev
14009	14014	madelaine eric	eric madelaine
18806	18810	madeline bates	madeleine bates
302	324	magda bugajska	magdalena d. bugajska
15678	15659	maggie xiaoyan cheng	xiaoyan cheng
6375	6377	maha el-shinnawy	maha m. el-shinnawy
8379	8390	mahe velauthapillai	mahendran velauthapillai
12382	12367	mahesh kalyanakrishnan	m. kalyanakrishnam
15141	15144	malik zawwar hussain	muhammad hussain
4856	11291	man wai mak	man-wai mak
8264	8251	man-keung siu	m. k. siu
2768	2778	mani subramani	mani r. subramani
4583	8242	manju hedge	manju hegde
4576	8242	manju hedge	manju v. hegde
4576	4583	manju hegde	manju v. hegde
9175	9182	manuel oliveira	manuel m. oliveira
7550	7550	manuel rodriguez alvarez	manuel rodriguez alvarez
7550	15402	manuel rodriguez-alvarez	manuel rodriguez alvarez
7550	15402	manuel rodriguez-alvarez	manuel rodriguez alvarez
21363	21370	manuela montagero	manuela montangero
4395	4403	mao xinjun	xinjun mao
11494	11492	marc fisher ii	marc fisher
6392	6403	marc pierrot-deseilligny	marc pierrot deseilligny
8714	6403	marc pierrot-deseilligny	marc-pierrot desseilligny
6392	8714	marc-pierrot desseilligny	marc pierrot deseilligny
10163	10168	marcelo luis errecalde	marcello luis errecalde
3553	3556	marcio kreutz	marcio eduardo kreutz
3553	3556	marcio kreutz	marcio eduardo kreutz
3556	3556	marcio kreutz	marcio kreutz
3558	13341	marcio oyamada	marcio oyamad
15250	15254	marco koppen	mario koppen
13591	18978	marcos e. barreto	marcos barreto
5863	5863	marcos fernandez	marcos fernandez
18606	18607	marcos m. peiro	marcos martinez peiro
11443	11501	margaret burnett	margaret m. burnett
13996	13999	marhsall w. van alstyne	marshall w. van alstyne
6175	6175	maria angeles gil	maria angeles gil
11236	11270	maria costanzo	maria c. costanzo
17182	17182	maria del puerto paule ruiz	maria del puerto paule ruiz
7872	7871	maria estrella sousa vieira	maria estrella sousa-vieira
20933	20935	maria i. sanchez-segura	maria isabel sanchez segura
18138	18143	maria j. avedilo	maria j. avedillo
19700	19709	maria milsavljevic	maria milosavljevic
20528	20532	maria perez	maria a. perez
4925	4900	maria pumilia	m. pumilia
16143	16138	marie-louise schneider	marie-luise schneider
13757	13761	marilena venidttelli	marilena vendittelli
2451	6275	marina chen	marina c. chen
3418	3420	marina t. pires vieira	marina teresa pires vieira
2526	2529	mario f. m. campos	mario fernando montenegro campos
1837	1849	marisa lopez-vallejo	marisa luisa lopez-vallejo
13667	13671	mariza a. s. bigonha	mariza andrade da silva bigonha
391	393	mark addsion	mark addison
15947	1942	mark j. guzdial	mark guzdial
20336	20351	mark j. llewellyn	m. llewellyn
8719	8726	mark keil	j. mark keil
19294	19324	mark klein	mark h. klein
3287	3290	mark lee	mark g. lee
8761	8763	mark toleman	mark a. toleman
866	910	mark. a. musen	mark a. musen
14072	14076	markus strasser	markus stra?er
8750	8760	marta patinno-martinez	marta patino-martinez
18001	18001	marten van sinderen	marten van sinderen
11968	11998	martha palmer	martha stone palmer
1830	1828	martin a. roth	martin s. roth
13080	13081	martin ceberio	martine ceberio
8770	8774	martin cooper	martin c. cooper
20931	20493	martin middendorf	matthias middendorf
2897	1876	martin muller	martin muller iii
13735	13735	martin omana	martin omana
10498	10525	martin purvis	martin k. purvis
10028	11058	martti manyla	martti mantyla
18825	18859	mary p. czerwinski	mary czerwinski
11749	11753	massimo torquati	m. torquati
230	232	mathew palakal	mathew j. palakal
11634	11639	mathilde bekker	mathilde m. bekker
20593	20554	matthew g. jacunski	matt jacunski
16278	16316	matthias muschol	matthias muscholl
9546	9550	mattieu chabanas	matthieu chabanas
8744	8729	mauricio arango	a. arango
20150	20150	mauricio marin	mauricio marin
20127	20142	maurizio morisi	maurizio morisio
2560	2560	maximo lopez sanchez	maximo lopez sanchez
6852	6892	maxine d. brown	maxime brown
5004	10635	mehmed kantardzic	mehmed m. kantardzic
12363	12351	mei-chen hsueh	m. c. hsueh
5468	5471	meletis a belsis	meletis a. belsis
10224	10226	mercedes fernandez redondo	mercedes fernandez-redondo
14176	14181	miao chun yan	chunyan miao
14176	16368	miao chunyan	chunyan miao
14181	16368	miao chunyan	miao chun yan
12076	12072	michael a. bauer	michael bauer
141	144	michael a. steel	michael anthony steel
145	144	michael a. steel	mike a. steel
405	423	michael beynon	michael d. beynon
6754	16660	michael d. myers	michael d. meyers
17388	17428	michael goessel	michael gossel
17537	17541	michael hack	michel hack
3298	3307	michael raymer	michael l. raymer
4345	4361	michael rueher	michel rueher
16323	16283	michael schanz	michael schwanz
19078	19088	michael schoettner	michael schottner
20012	20015	michael taylor	michael bedford taylor
4994	4997	michael trick	michael a. trick
17161	17181	michaela milano	michela milano
18471	18475	michal lauer	michael lauer
6097	19433	michel courant	michele courant
19433	6097	michele courant	michel courant
6097	6097	michele courant	michele courant
2164	2208	miguel andrade	miguel a. andrade
8005	8005	miguel angel sotelo	miguel angel sotelo
21083	21064	miguel delgado	miguel delgano
6176	6178	miguel lopez-diaz	miguel loez diaz
141	145	mike a. steel	michael anthony steel
11944	11948	mike craven	michael p. craven
1183	1193	mike scaife	michael scaife
5394	5466	mikhail atallah	mikhail j. atallah
9266	9257	mikhail ponomarenko	mikhail p. ponomarenko
2071	1237	ming lin	ming c. lin
5749	5730	ming-chung chen	ming chung chen
12056	12069	mircea stan	mircea r. stan
16724	19068	mohamed fayad	mohamed fayed
11356	11363	mohammad yeasin	mohammed yeasin
11137	11154	mohammed sadeghi	mohammad sadeghi
16126	16126	monica costa	monica costa
9002	9003	monique m. s. silvia	monique m. s. silva
4496	4496	montserrat sendin	montserrat sendin
3301	15705	moon jung chung	moon-jung chung
9242	9247	morshed u chowdhury	morshed u. chowdhury
10796	10802	morten nielsen	morten n. nielsen
8047	8089	myoung ho kim	myoung-ho kim
18731	18777	myoungchul kim	myoungchurl kim
18767	18777	myoungchul kim	myungchul kim
