name,nickname
victor,victor
victoria,torie
victoria,tory
victoria,vic
victoria,vicki
victoria,vicky
victoria,victoria
vin,vinny
vin,vin
vince,vinnie
vince,vince
vincent,vic
vincent,vin
vincent,vince
vincent,vinnie
vincent,vinny
vincent,vincent
vincenzo,vic
vincenzo,vin
vincenzo,vinnie
vincenzo,vinny
vincenzo,vincenzo
vinson,vinny
vinson,vinson
virginia,ginger
virginia,ginny
virginia,jane
virginia,jennie
virginia,virgy
virginia,virginia
waldo,ossy
waldo,ozzy
waldo,waldo
wallace,wally
wallace,wallace
wally,walt
wally,wally
walter,wally
walter,walt
walter,walter
washington,wash
washington,washington
wilber,bert
wilber,will
wilber,wilber
wilbur,willie
wilbur,willy
wilbur,wilbur
wilfred,fred
wilfred,will
wilfred,willie
wilfred,wilfred
wilhelmina,mina
wilhelmina,minnie
wilhelmina,willie
wilhelmina,wilma
wilhelmina,wilhelmina
will,fred
will,willie
will,bill
will,will
william,bela
william,bell
william,bill
william,billy
william,will
william,willie
william,willy
william,william
willie,fred
willie,willie
wilson,will
wilson,willie
wilson,willy
wilson,wilson
winfield,field
winfield,win
winfield,winny
winfield,winfield
winifred,freddie
winifred,winnet
winifred,winnie
winifred,winifred
winnifred,fred
winnifred,freddie
winnifred,freddy
winnifred,winnie
winnifred,winny
winnifred,winnifred
woodrow,drew
woodrow,wood
woodrow,woody
woodrow,woodrow
yvonne,vonna
yvonne,yvonne
zachariah,zach
zachariah,zachy
zachariah,zeke
zachariah,zachariah
zebedee,zeb
zebedee,zebedee
zedediah,diah
zedediah,dyer
zedediah,zed
zedediah,zedediah
zephaniah,zeph
zephaniah,zephaniah
